MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Temperature,Humidity,Rainfall
5,4,8,5,6,3,12,9,5,4,4,4,7,11,4,2,6,7,3,5,0.57,23.44,50.15,7.5
4,3,9,4,5,3,0,5,9,4,3,2,4,1,6,1,7,4,2,0,0.38,12.79,78.96,7.5
5,5,3,6,3,4,3,5,3,8,5,7,3,6,2,7,8,6,5,4,0.49,18.42,78.96,5.1
4,6,6,8,2,5,6,3,3,6,7,5,5,5,4,5,6,11,8,4,0.545,24.34,51.13,5.1
7,7,2,5,8,3,5,6,3,4,6,4,5,3,1,4,2,2,5,7,0.445,18.2,63.34,27.8
4,3,8,6,4,7,10,4,6,7,3,4,6,2,2,4,2,3,3,1,0.445,16.34,75.05,27.8
3,5,5,3,2,6,5,7,3,5,2,1,4,3,6,5,9,10,4,3,0.455,18.78,62.36,10.2
4,6,4,5,6,4,12,2,3,4,7,6,3,10,2,4,4,10,5,4,0.525,18.4,72.61,10.2
7,5,5,3,7,4,3,8,7,5,4,11,5,5,5,3,7,4,6,6,0.55,15.54,99.96,8.4
3,1,3,5,8,1,7,5,4,3,6,4,4,7,2,4,3,3,7,5,0.425,15.54,77.98,8.4
8,1,5,7,11,3,6,6,3,6,3,6,5,4,7,4,3,4,5,7,0.52,27.07,37.46,6.7
3,9,4,5,5,6,5,2,2,4,2,5,5,3,2,1,6,8,2,6,0.425,29.04,40.39,6.7
3,6,6,8,3,7,7,3,5,5,4,10,5,6,8,7,7,3,5,5,0.565,14.18,80.43,23
7,5,6,8,3,4,2,3,6,5,7,3,6,3,5,3,11,2,5,2,0.48,20.58,74.57,23
1,3,5,4,10,5,5,5,3,7,10,4,4,3,4,4,3,6,5,7,0.49,22.08,61.87,19
6,4,5,3,6,3,3,1,3,9,5,5,6,6,4,4,2,5,7,9,0.48,15.56,84.82,19
6,8,3,7,4,8,2,4,3,4,4,5,5,4,3,3,6,6,5,6,0.48,14.32,79.45,38
6,5,3,7,5,2,5,6,7,4,1,6,2,6,2,10,8,4,9,6,0.52,23.36,44.78,38
5,6,4,5,2,5,2,5,4,6,12,2,8,10,3,11,4,5,4,5,0.54,17.1,99.96,17.2
4,5,8,5,1,1,3,6,2,5,5,3,3,3,7,6,2,5,4,4,0.41,17.81,77.5,17.2
2,7,7,8,2,7,5,12,5,9,1,4,5,4,2,6,5,6,4,4,0.525,27.8,36.97,6.8
6,4,2,5,5,5,3,5,10,5,3,6,4,4,9,3,3,3,5,6,0.48,12.99,79.94,6.8
7,4,2,3,5,7,1,2,7,7,9,7,5,8,8,7,6,2,7,6,0.55,25.75,45.27,5
3,3,3,7,6,6,4,6,4,6,5,9,7,2,7,3,4,4,5,10,0.52,29.68,38.92,5
6,3,3,7,4,6,2,5,5,3,5,5,4,3,2,4,5,4,9,4,0.445,15.64,77.98,16.1
8,3,5,4,4,4,2,4,4,2,5,7,5,3,2,6,6,8,6,3,0.455,17.47,71.64,16.1
3,7,5,3,5,7,1,6,5,8,9,7,6,6,1,1,7,5,4,6,0.51,12.42,81.89,5.2
8,9,7,2,5,9,5,7,6,1,5,4,3,10,3,6,8,9,2,4,0.565,15.94,83.36,5.2
6,2,6,2,3,6,1,6,5,6,5,3,3,4,8,6,3,8,4,6,0.465,27.67,42.34,9
4,7,4,7,10,3,5,3,7,5,5,2,6,6,6,5,8,7,2,4,0.53,15.43,77.01,9
9,1,4,4,4,4,4,5,4,6,10,1,2,2,5,3,5,5,4,8,0.45,21.56,71.64,3.3
4,4,5,7,5,6,9,4,7,4,3,6,9,7,8,5,5,3,4,5,0.55,25.27,35.5,3.3
7,5,1,3,2,2,6,8,5,3,10,5,3,6,2,3,3,8,3,3,0.44,18.51,73.1,10.2
5,3,5,7,3,4,10,1,4,6,5,4,5,2,7,4,5,4,2,3,0.445,14.95,78.96,10.2
10,1,6,6,6,4,5,4,5,5,3,6,4,4,5,4,5,6,5,2,0.48,23.89,58.94,2.8
7,6,8,5,2,4,5,4,6,3,1,2,0,4,2,6,7,4,5,1,0.41,16.09,80.91,2.8
1,7,3,4,5,5,7,5,5,6,5,4,6,2,7,5,7,5,7,3,0.495,24.8,41.85,12.4
6,12,8,2,6,5,7,5,3,6,6,6,7,5,6,4,6,6,3,2,0.555,14.22,82.38,12.4
5,4,5,6,5,1,9,6,2,4,0,5,3,9,6,5,3,6,8,8,0.5,11.29,93.12,23.2
6,5,6,6,2,6,4,11,3,3,3,3,12,3,5,6,3,7,5,8,0.535,24.88,45.76,23.2
5,2,7,2,2,8,4,7,9,4,1,3,2,6,4,7,2,4,5,5,0.445,29.24,41.85,6
5,1,3,7,4,2,2,6,10,6,5,3,6,4,11,3,2,3,5,8,0.48,26.37,36.97,6
4,4,6,6,5,6,2,5,7,5,6,5,7,6,10,8,2,5,2,7,0.54,19.61,54.06,61.9
8,4,5,4,12,3,4,5,4,7,7,5,8,8,7,4,5,4,8,6,0.59,23.36,55.52,61.9
4,5,5,5,9,7,5,5,4,2,6,8,6,5,10,3,4,7,4,4,0.54,14.26,89.7,50.7
8,5,5,4,4,7,6,3,7,6,5,7,1,7,5,4,3,1,5,7,0.5,13.58,83.84,50.7
7,1,1,4,6,5,6,11,3,10,3,7,1,6,3,7,2,3,7,2,0.475,26.53,44.78,28
3,2,10,9,5,3,2,2,9,3,7,4,7,4,7,12,4,6,3,3,0.525,30.28,42.83,28
5,7,4,4,1,3,5,5,6,5,5,7,3,5,13,9,1,5,6,3,0.51,13.75,99.96,20.5
4,3,4,8,4,7,6,7,5,9,4,5,3,2,4,4,6,6,1,6,0.49,13.9,86.77,20.5
5,6,5,8,3,5,7,6,5,6,9,3,8,4,6,6,5,6,6,3,0.56,24.53,48.69,14.6
5,3,2,8,4,4,9,4,7,4,6,12,5,4,6,4,4,6,5,6,0.54,11.25,85.8,14.6
8,5,6,5,4,10,5,8,4,3,6,7,2,6,6,4,4,7,9,4,0.565,13.41,85.31,13
4,3,9,8,5,7,7,5,1,4,4,4,3,12,3,5,5,6,4,7,0.53,19.63,54.06,13
4,4,5,6,3,5,4,1,3,5,3,5,4,0,8,6,3,9,1,7,0.43,29.01,39.41,8.8
5,4,4,5,3,8,9,3,2,4,4,4,3,5,5,8,3,4,5,2,0.45,19.75,48.69,8.8
2,6,10,4,5,6,9,5,4,15,5,3,5,7,4,2,2,5,4,3,0.53,14.26,99.96,1.6
6,2,3,5,3,3,0,2,2,6,6,3,9,4,6,2,5,4,5,6,0.41,13.33,94.1,1.6
0,9,3,6,8,6,4,2,7,4,2,3,9,7,3,2,3,9,3,6,0.48,27.4,48.2,0.7
5,8,0,4,7,4,5,3,2,5,5,5,2,3,5,3,4,5,6,3,0.42,12.65,96.05,0.7
3,2,6,8,6,8,1,7,5,1,4,6,3,2,2,5,4,6,6,3,0.44,24.15,46.25,50.2
7,4,4,2,2,6,7,7,9,4,5,3,8,4,2,5,4,4,4,6,0.485,11.31,83.84,50.2
7,6,2,5,3,4,6,6,0,6,10,5,6,8,6,9,4,2,9,3,0.535,13.13,99.96,46.6
11,4,4,3,3,6,3,5,3,8,8,4,5,2,8,6,4,6,5,6,0.52,24.6,42.83,46.6
5,5,6,1,0,10,4,5,5,6,6,7,5,8,4,3,8,5,6,1,0.5,12.92,94.1,3.2
8,1,3,5,5,6,6,6,5,7,6,5,2,7,7,4,8,6,5,5,0.535,12.48,96.54,3.2
10,4,1,5,1,5,3,4,3,7,6,7,3,5,2,3,9,5,6,7,0.48,19.65,54.55,1.4
1,2,4,5,6,6,6,5,1,5,4,7,3,5,5,4,2,6,2,4,0.415,13.45,86.29,1.4
2,4,8,5,0,2,5,4,0,5,3,4,4,8,6,5,5,6,4,5,0.425,19.85,50.15,62.8
6,5,5,6,5,4,7,5,8,2,8,6,4,2,2,4,2,4,4,6,0.475,12.55,93.61,62.8
7,0,4,12,7,3,7,8,4,6,2,5,3,6,4,9,2,6,4,8,0.535,13.16,80.43,50.6
6,3,2,10,6,3,8,5,3,3,2,0,8,6,2,2,7,6,2,8,0.46,11.07,92.14,50.6
4,3,5,6,3,4,4,8,7,5,9,5,6,7,5,4,3,1,3,3,0.475,11.9,99.96,8.4
9,5,8,5,7,5,3,2,3,3,9,4,4,4,6,8,5,3,3,6,0.51,13.12,81.4,8.4
3,2,5,5,5,4,4,4,7,5,4,6,6,6,10,4,2,6,7,4,0.495,21.22,71.15,7.2
7,5,7,6,3,7,5,3,1,8,4,7,2,5,9,10,4,5,2,3,0.515,12.85,81.4,7.2
6,7,3,8,4,5,5,5,7,3,7,3,7,7,7,7,7,6,5,4,0.565,12.7,87.26,65.2
2,7,3,3,8,5,6,3,5,4,1,4,11,9,2,6,9,6,4,4,0.51,19.63,57.96,65.2
6,8,2,4,5,4,3,6,1,3,7,6,5,4,4,8,4,5,5,5,0.475,19.1,79.94,64.9
9,9,9,4,5,4,4,7,10,3,4,8,5,3,6,4,5,4,4,5,0.56,17.15,89.21,64.9
3,4,6,3,7,5,4,6,5,4,5,4,5,3,5,6,8,6,2,11,0.51,17.87,80.91,33.2
5,8,6,3,2,7,6,3,2,9,3,8,5,2,2,3,1,4,4,8,0.455,12.52,83.84,33.2
8,4,9,1,5,4,6,7,6,9,4,5,5,7,5,2,5,8,5,2,0.535,20.46,73.1,31.9
7,5,3,4,4,14,5,2,2,3,3,11,8,6,10,4,2,2,7,7,0.545,17.97,70.66,31.9
3,3,4,2,7,4,3,2,5,3,10,4,2,5,4,4,1,6,13,4,0.445,18.28,83.36,76.6
4,5,3,6,3,3,8,8,7,5,11,6,4,6,6,3,1,5,5,8,0.535,17.96,84.82,76.6
4,6,6,4,6,6,1,5,9,3,4,4,1,9,4,6,5,2,3,6,0.47,18.41,77.01,73.1
3,2,4,6,3,8,6,7,11,4,2,8,4,1,4,2,6,4,4,8,0.485,11.29,99.96,73.1
3,5,2,10,5,8,4,4,3,5,2,2,4,4,3,3,4,4,5,3,0.415,12.52,88.24,22.1
5,3,6,2,2,4,1,5,1,4,10,4,8,7,4,6,7,3,5,7,0.47,15.44,91.17,22.1
5,9,4,2,3,6,8,3,7,2,5,8,4,7,5,7,4,10,6,1,0.53,15.62,97.03,14
8,11,6,5,7,3,10,8,7,2,10,4,2,5,8,5,10,3,7,1,0.61,12.42,92.14,14
5,7,7,3,2,8,6,4,5,3,7,5,6,4,5,5,4,10,3,9,0.54,12.29,86.77,9.2
7,2,3,4,3,4,2,4,8,3,5,8,5,3,6,7,6,8,3,6,0.485,10.6,86.77,9.2
4,4,4,6,6,4,4,7,11,6,6,4,4,6,9,2,9,6,8,8,0.59,19.58,57.48,1.9
3,4,5,5,3,6,6,6,11,5,5,5,5,5,11,2,7,4,4,9,0.555,14.52,98.98,1.9
2,3,8,12,7,9,3,9,2,5,8,2,5,5,10,5,2,2,3,8,0.55,10.42,88.24,1.6
2,6,8,5,6,5,1,7,6,1,9,3,3,2,1,5,2,7,0,6,0.425,13.93,99.96,1.6
5,4,2,5,2,3,2,4,8,3,4,5,6,4,1,1,5,6,5,4,0.395,12.25,92.14,0.9
5,2,6,2,6,5,6,0,7,4,3,3,7,5,2,2,7,10,1,9,0.46,12.93,97.03,0.9
3,5,1,3,3,2,4,8,4,3,2,4,7,5,6,6,6,6,5,2,0.425,11.86,87.26,0.1
1,3,12,8,9,12,5,11,6,1,8,4,7,4,6,3,3,5,6,7,0.605,12.03,92.63,0.1
9,5,3,6,3,5,3,6,2,4,4,4,4,4,9,5,6,7,12,3,0.52,19.65,53.08,28.8
7,6,4,3,2,5,0,5,5,2,7,3,5,4,3,10,11,7,6,3,0.49,12.99,83.84,28.8
6,5,5,7,7,5,4,0,3,3,5,3,5,2,3,4,7,3,4,3,0.42,11.46,96.54,28.4
3,4,3,7,4,6,4,4,6,5,7,4,7,7,8,5,4,3,4,5,0.5,10.59,83.84,28.4
8,5,3,5,9,4,3,8,6,8,3,6,5,9,3,3,3,8,3,3,0.525,19.65,53.08,9.2
3,8,4,2,3,6,6,8,3,5,3,4,3,8,6,8,5,9,8,5,0.535,10.26,93.61,9.2
2,4,3,5,5,3,3,6,7,7,4,5,4,3,8,4,4,2,6,2,0.435,12.23,84.82,8.8
6,10,3,5,2,2,4,6,10,8,5,1,7,6,1,10,5,4,3,10,0.54,10.16,92.63,8.8
3,5,5,4,9,6,3,9,4,5,7,6,6,3,1,3,8,2,7,4,0.5,12.03,86.77,39.4
2,5,4,2,5,8,6,3,5,7,3,4,3,6,4,5,4,3,5,6,0.45,11.66,90.19,39.4
8,3,5,4,5,6,6,7,5,4,4,1,4,5,9,5,8,4,5,7,0.525,11.63,88.24,35.6
3,6,7,4,6,5,6,7,6,3,5,6,4,4,5,5,2,5,7,1,0.485,12.38,83.84,35.6
4,2,6,4,3,2,3,5,3,3,6,7,4,4,10,3,5,5,4,4,0.435,12.22,89.21,1
7,5,8,6,4,5,8,2,7,5,10,5,6,1,2,2,4,6,4,2,0.495,12.65,94.1,1
7,3,8,10,4,8,5,3,2,8,2,7,4,4,4,5,2,6,5,7,0.52,10.67,87.75,1
6,5,2,2,9,2,4,6,9,5,6,4,9,1,5,7,5,2,4,4,0.485,9.61,99.96,1
3,6,5,2,5,7,10,6,8,10,4,6,2,2,6,1,7,3,3,6,0.51,10.32,98,10.8
5,2,3,3,2,3,5,1,8,3,7,5,6,3,5,1,4,5,5,5,0.405,12.65,77.5,10.8
2,6,10,4,7,5,7,9,9,1,9,4,4,5,4,5,1,1,2,5,0.5,9.45,99.96,8
6,7,4,4,1,9,4,6,4,9,1,4,7,4,4,6,6,3,6,9,0.52,7.57,99.96,8
6,3,4,10,6,9,11,5,1,6,6,2,4,5,2,3,5,4,1,5,0.49,12.48,77.5,7
4,4,4,7,5,5,4,8,7,5,2,11,7,2,5,4,3,4,6,9,0.53,11.38,69.2,7.2
3,6,4,3,6,5,3,7,2,3,5,4,4,6,3,9,5,7,3,6,0.47,13,84.82,27.2
6,4,5,4,5,5,4,2,10,5,4,4,4,6,7,5,3,1,4,4,0.46,12.51,91.66,5.5
9,5,4,7,2,9,6,2,3,9,0,1,4,1,3,4,4,8,6,6,0.465,15.44,99.96,24.5
2,5,6,4,4,3,3,2,6,3,6,12,4,3,6,7,5,2,7,5,0.475,7.5,99.96,10
4,7,4,4,4,4,4,6,3,5,7,7,4,5,2,5,4,4,6,2,0.455,12.55,78.96,2
6,3,4,4,6,4,6,4,5,4,3,2,2,8,3,6,7,4,2,3,0.43,10.93,86.29,15.5
4,8,8,3,3,8,6,6,5,6,3,6,2,7,7,5,4,4,2,4,0.505,13.82,71.64,245.5
3,9,6,4,3,5,7,2,5,3,7,5,3,5,3,5,3,8,3,7,0.48,19.57,58.94,5
9,5,5,6,3,6,5,3,4,5,5,2,7,3,4,5,10,4,9,9,0.545,11.92,90.19,5
5,3,4,4,3,3,4,6,8,6,4,7,4,2,4,7,5,3,4,4,0.45,15.47,99.96,0.8
3,4,3,1,4,4,6,5,6,7,2,7,7,8,3,6,3,5,2,3,0.445,11.22,94.59,0.8
7,5,2,5,5,10,6,3,8,5,1,7,5,6,2,3,7,4,3,2,0.48,12.99,72.61,72
4,6,1,4,7,2,5,6,8,7,6,5,5,3,9,6,8,4,3,7,0.53,10.11,99.96,72
6,3,9,7,3,7,9,4,6,4,4,5,6,6,2,5,3,6,4,8,0.535,7.14,99.96,68.4
9,5,6,8,6,2,4,5,4,1,6,5,4,9,2,7,1,7,5,5,0.505,12.81,73.59,68.4
5,3,7,5,5,7,7,7,3,6,11,5,4,4,5,5,5,8,7,4,0.565,11.41,70.66,1.6
4,3,2,8,2,8,2,3,6,2,3,2,7,4,6,7,0,5,7,4,0.425,15.93,66.75,1.6
7,1,2,7,5,6,6,7,10,6,5,6,1,4,5,10,6,4,5,3,0.53,12.22,86.77,1.2
9,6,6,4,4,7,6,4,1,3,11,4,6,4,6,5,7,6,7,7,0.565,13.51,83.84,1.2
4,5,5,4,7,2,3,4,4,3,5,3,4,7,2,5,5,6,7,5,0.45,11.56,71.15,50.6
2,6,5,3,4,8,5,4,5,9,7,7,3,4,10,0,9,2,7,2,0.51,13.37,77.01,50.6
5,2,4,7,5,3,4,7,4,6,7,3,7,8,4,4,8,6,5,3,0.51,15.9,75.54,37.2
2,4,4,5,6,7,3,10,6,1,4,8,3,4,4,2,6,6,10,6,0.505,16.26,58.94,37.2
5,3,5,7,9,8,5,2,9,4,8,0,4,9,7,4,4,8,2,7,0.55,19.57,50.64,2.2
8,9,5,4,4,7,5,7,6,8,7,5,2,5,7,1,7,3,2,4,0.53,12.04,82.87,2.2
6,9,4,1,4,4,3,6,3,3,3,5,6,6,4,9,2,6,3,5,0.46,19.58,51.62,1.5
6,2,9,1,3,5,9,2,4,2,7,10,7,5,0,4,5,6,6,5,0.49,12.51,87.75,0.7
6,4,5,4,7,3,4,5,7,5,5,3,4,4,3,5,5,4,6,2,0.455,13.87,69.2,0.7
3,2,9,9,3,1,7,3,5,3,8,4,5,12,6,4,4,6,5,9,0.54,10.97,99.96,32.5
4,7,7,2,4,4,5,6,4,12,2,3,3,8,4,4,4,7,3,12,0.525,14.04,78.47,1
9,6,4,6,2,3,7,7,7,3,2,5,7,5,7,8,4,5,8,3,0.54,14.56,83.36,1
6,2,3,3,8,6,7,2,5,7,5,8,4,7,3,2,10,7,2,3,0.5,12.47,85.8,0.6
6,7,2,6,3,9,5,6,8,2,4,5,4,8,4,6,3,2,6,3,0.495,13.09,76.52,0.6
1,3,6,4,3,8,2,6,6,5,5,3,7,6,8,6,5,5,8,5,0.51,13.9,75.05,0.7
6,2,7,5,4,5,5,3,2,4,8,2,4,6,5,6,4,3,8,3,0.46,12.98,88.73,0.7
7,2,2,4,7,4,3,3,2,2,4,5,5,10,10,6,8,6,2,7,0.495,14.16,75.05,0.3
5,6,1,2,6,4,4,4,8,7,5,9,6,3,3,2,4,7,4,3,0.465,14.58,78.96,0.3
3,6,3,6,3,4,4,6,3,3,4,3,8,5,2,6,5,3,2,5,0.42,13.46,70.66,0.2
8,3,10,5,5,4,3,9,5,7,2,1,1,4,6,4,2,6,6,3,0.47,11.85,99.96,0.2
5,3,5,5,5,5,5,6,3,7,2,4,8,4,3,6,4,7,7,3,0.485,14.37,77.5,1.2
7,3,5,3,6,6,5,6,3,6,4,4,5,3,5,3,7,2,3,7,0.465,9.3,82.87,1.2
8,4,6,3,2,3,4,8,9,3,5,4,3,3,1,3,3,4,4,6,0.43,13.78,63.82,1.2
4,3,3,7,6,5,1,4,7,3,6,11,6,4,4,2,3,4,1,8,0.46,13.63,99.96,1.2
7,3,7,3,6,6,4,1,6,9,8,3,3,3,6,5,3,7,4,10,0.52,19.58,51.62,10.2
2,8,6,6,4,3,6,3,4,7,2,6,3,4,2,4,8,4,5,4,0.455,13.82,99.96,5.5
4,3,2,5,7,3,6,1,6,3,7,3,6,10,7,2,3,6,6,4,0.47,19.63,51.62,6.6
4,5,5,4,5,6,8,5,4,2,6,5,5,6,7,8,8,5,8,5,0.555,11.23,85.8,6.6
8,4,10,7,7,8,4,5,8,4,3,8,5,3,3,6,8,3,7,2,0.565,10.89,83.36,3.3
4,13,8,4,6,6,4,4,4,9,8,4,2,6,6,4,8,5,6,6,0.585,14.07,99.96,3.3
10,8,6,6,4,4,3,2,5,6,7,6,4,9,0,3,5,3,0,5,0.48,10.99,85.8,9
7,3,5,5,3,2,6,6,5,7,10,2,6,7,3,6,6,6,4,10,0.545,16.41,76.03,0.5
1,4,4,4,5,3,3,2,4,1,2,2,4,4,6,4,8,9,6,5,0.405,19.29,65.29,0.5
7,3,7,5,2,5,6,9,6,4,8,3,6,6,1,8,4,7,5,4,0.53,26.28,92.63,12.5
6,4,7,6,7,7,2,5,6,2,6,6,8,8,2,4,4,1,7,1,0.495,11.55,73.59,3.1
1,5,1,6,6,7,4,7,3,7,5,6,1,6,6,9,4,7,8,6,0.525,21.57,56.99,35.5
5,1,2,2,5,4,1,3,5,4,2,7,1,10,8,9,5,7,7,5,0.465,15.46,79.94,15.5
8,4,4,5,5,8,13,4,4,9,10,8,6,4,6,4,5,1,7,4,0.595,16.38,62.36,3.5
4,3,3,4,6,5,7,5,3,4,7,3,4,8,3,6,6,2,5,7,0.475,19.67,62.36,20.5
3,5,5,4,6,5,3,5,4,3,4,6,1,3,5,7,6,5,6,6,0.46,11.28,86.29,10
4,5,8,7,7,6,5,6,6,4,5,4,4,7,8,1,3,6,9,4,0.545,21.71,51.62,17
1,8,2,5,3,6,3,6,5,3,8,3,2,9,5,1,4,4,5,4,0.435,15,77.98,21.5
4,7,6,6,7,5,4,3,10,5,4,5,5,9,6,8,5,6,4,6,0.575,19,60.89,26
3,11,2,2,4,2,5,7,4,6,7,2,7,3,4,6,5,6,4,4,0.47,23.38,49.18,82.5
4,6,3,6,3,3,3,3,5,4,3,10,4,3,8,5,6,7,7,4,0.485,20.21,62.85,47.5
5,5,3,3,4,7,9,1,5,5,2,10,5,6,9,6,9,9,6,6,0.575,12.6,79.94,5
5,6,6,5,4,5,5,6,5,5,2,5,3,3,8,8,5,9,6,4,0.525,13.36,76.03,3
7,8,5,2,7,5,6,3,7,5,6,5,5,6,8,4,5,11,8,6,0.595,19.59,49.66,7.5
7,5,8,6,6,4,3,2,6,3,5,6,5,2,6,3,3,7,7,12,0.53,19.63,50.15,3.5
3,3,5,3,2,4,4,4,9,5,7,3,10,6,6,8,4,5,5,4,0.5,22.32,60.41,7
5,6,6,6,7,2,5,1,2,5,4,6,5,5,7,1,3,2,7,3,0.44,12.14,76.03,1
2,9,6,4,6,6,5,3,7,4,7,3,1,11,4,11,7,4,5,3,0.54,24.89,51.62,1
4,2,6,4,2,3,6,8,2,7,4,2,3,2,5,8,4,7,2,4,0.425,10.34,80.43,0.5
6,6,7,4,2,7,6,8,9,1,6,4,6,4,5,6,2,3,9,5,0.53,11.12,76.52,0.5
8,6,3,9,2,7,8,7,8,2,4,4,2,7,9,4,5,3,10,6,0.57,19.33,54.06,0.4
8,6,6,10,8,6,5,3,8,3,5,4,5,6,8,2,6,6,7,7,0.595,15.51,67.73,0.4
8,8,2,3,3,6,6,6,4,2,3,7,6,6,3,6,3,3,2,1,0.44,13.44,70.66,0.6
6,6,2,6,1,3,2,5,6,4,7,2,6,5,7,3,6,3,5,7,0.46,19.1,55.52,0.6
5,6,3,3,3,5,3,1,4,7,2,10,4,4,2,5,6,5,7,3,0.44,22.64,60.41,7.2
7,9,3,4,3,3,6,8,8,3,7,5,2,7,5,1,6,5,10,5,0.535,21.35,62.36,4.6
4,4,1,6,3,4,7,5,4,5,4,3,7,5,7,3,6,1,5,6,0.45,21.45,61.38,4.6
5,0,7,4,3,6,7,5,5,8,3,10,4,8,9,3,6,3,1,5,0.51,12.75,78.47,3
4,5,7,8,6,4,4,5,6,5,6,5,2,2,7,11,5,3,5,0,0.5,15.32,61.87,3
4,4,2,6,4,7,6,8,8,16,11,5,9,7,6,2,2,3,5,3,0.59,9.42,99.96,1
6,5,2,3,8,2,4,2,5,4,4,8,3,9,3,1,6,7,7,6,0.475,24.75,58.94,1
3,7,5,5,5,4,0,6,3,5,5,6,5,6,4,6,2,7,3,5,0.46,21.2,61.38,0.1
7,2,2,3,4,1,3,6,6,5,3,2,7,4,8,4,4,9,7,2,0.445,21.53,49.18,0.1
4,2,6,4,2,4,7,3,3,2,7,1,4,7,8,3,6,4,4,3,0.42,19.63,50.64,28
4,3,3,4,5,2,6,5,6,5,5,2,10,5,8,3,2,7,3,7,0.475,19.03,78.96,28
2,11,4,5,7,2,2,8,2,3,0,5,4,4,2,5,4,4,10,0,0.42,20.76,67.24,27.8
5,3,7,6,5,6,10,1,6,4,3,6,7,8,6,5,3,3,7,3,0.52,15.11,91.17,27.8
3,3,4,8,8,6,7,13,2,5,8,4,4,7,2,4,9,6,3,3,0.545,19.66,52.59,0.4
6,3,8,2,5,1,4,6,4,6,4,1,5,6,5,4,8,6,6,5,0.475,16.92,88.24,0.4
4,6,4,8,9,4,4,8,5,7,3,4,4,4,4,4,2,10,4,3,0.505,18.24,89.21,2
7,4,4,5,7,6,4,8,2,5,4,1,2,7,6,7,7,5,3,4,0.49,16.12,83.36,19.3
5,6,2,7,7,1,5,6,5,3,8,2,5,5,5,4,9,5,4,5,0.495,13.04,99.96,19.3
8,4,6,6,3,4,5,2,10,3,6,5,5,0,3,8,3,5,2,10,0.49,14.9,83.36,19.2
5,5,3,8,4,3,6,4,2,1,3,3,10,7,4,4,7,3,9,7,0.49,12,99.96,19.2
4,3,4,2,6,4,3,6,3,5,5,3,4,2,3,5,7,6,6,10,0.455,14.23,83.36,14.2
6,2,3,1,3,3,4,4,9,7,8,6,4,7,3,6,3,5,5,6,0.475,13.86,91.66,14.2
5,2,3,5,7,6,5,2,7,4,7,5,3,6,5,7,8,2,5,2,0.48,13.56,89.7,13.2
9,6,5,7,5,8,8,6,11,6,2,6,12,8,6,3,9,7,4,7,0.675,9.83,99.96,13.2
5,3,1,5,4,6,5,8,2,7,4,6,9,0,6,9,8,5,5,5,0.515,8.57,91.17,10.3
2,4,5,3,9,6,4,5,7,4,4,7,5,5,4,8,1,4,9,6,0.51,10.01,99.96,23.2
6,3,5,7,3,1,6,3,3,1,3,5,13,4,2,3,4,1,12,4,0.445,7.22,91.66,23.2
6,5,3,5,1,6,3,5,5,5,4,2,5,4,6,4,5,1,2,11,0.44,10.21,99.96,21.3
4,8,3,6,12,2,5,6,2,9,2,2,2,5,7,4,3,5,3,9,0.495,3.36,99.96,21.3
5,4,2,5,4,5,8,8,7,7,3,5,0,7,7,6,5,4,7,3,0.51,4.45,98.98,8.5
3,8,9,5,7,5,5,3,2,1,3,2,6,3,4,4,3,9,4,8,0.47,2.85,99.96,8.5
8,4,5,4,5,5,4,5,7,10,3,3,7,6,5,4,1,8,5,7,0.53,10.35,94.59,8
6,1,4,4,4,4,4,7,8,2,4,5,2,5,7,3,5,7,1,0,0.415,6.6,93.12,8
3,3,9,4,7,3,3,6,3,6,5,3,13,4,8,4,10,4,6,6,0.55,3.63,99.96,6
7,4,5,5,6,2,3,5,3,7,9,5,5,6,6,6,8,7,5,1,0.525,5.99,96.05,6
8,6,4,4,7,5,7,2,3,3,7,6,10,2,3,5,4,4,5,6,0.505,5.01,97.03,5.2
8,5,3,8,8,3,7,5,5,4,5,6,3,6,5,3,5,5,2,2,0.49,4.05,99.96,5.2
4,8,6,10,2,6,2,6,5,3,5,5,2,5,8,5,4,4,6,4,0.5,8.27,90.68,4.3
2,3,6,5,5,6,3,4,5,4,3,3,5,6,8,2,5,5,3,8,0.455,4.1,99.96,3.5
2,2,6,7,4,3,5,8,5,9,3,8,2,8,4,2,6,8,3,7,0.51,9.96,99.96,3.5
4,6,8,7,3,5,4,11,3,3,3,2,4,4,8,6,2,5,6,5,0.495,10.59,89.7,2.8
6,3,2,8,5,6,6,2,5,5,4,6,2,6,7,9,4,5,5,6,0.51,9.98,74.57,2.8
7,7,5,4,8,6,4,7,4,5,2,9,3,4,7,2,3,3,5,4,0.495,12.18,82.87,0.7
3,1,4,4,5,7,6,10,3,6,6,7,0,4,5,6,4,2,4,3,0.45,10.74,89.7,0.7
7,6,6,5,3,3,5,1,6,9,5,2,3,1,9,2,7,10,4,9,0.515,6.41,99.96,0.4
7,2,4,4,6,6,6,3,5,3,1,3,6,7,3,2,2,2,2,3,0.385,11.84,83.36,0.4
3,6,11,5,4,7,6,5,2,8,5,7,9,3,3,7,4,5,2,5,0.535,11.7,71.64,1.2
