District,Station,Rainfall,Date
Chennai,Chennai port trust,52.7,30-10-1994
Chennai,Chennai port trust,52.7,30-10-1994
Chennai,Chennai nungambakkam,47.8,30-10-1994
Chennai,Chennai nungambakkam,47.8,30-10-1994
Chennai,Chennai port trust,258,31-10-1994
Chennai,Chennai port trust,258,31-10-1994
Chennai,Chennai nungambakkam,243.3,31-10-1994
Chennai,Chennai nungambakkam,243.3,31-10-1994
Chennai,Chennai nungambakkam,30.4,01-11-1994
Chennai,Chennai nungambakkam,30.4,01-11-1994
Chennai,Chennai port trust,29,01-11-1994
Chennai,Chennai port trust,29,01-11-1994
Chennai,Alandur,12,01-11-1994
Chennai,Chennai nungambakkam,4.7,02-11-1994
Chennai,Chennai nungambakkam,4.7,02-11-1994
Chennai,Chennai port trust,4.3,02-11-1994
Chennai,Chennai port trust,4.3,02-11-1994
Chennai,Chennai nungambakkam,6,03-11-1994
Chennai,Chennai nungambakkam,6,03-11-1994
Chennai,Chennai port trust,2,03-11-1994
Chennai,Chennai port trust,2,03-11-1994
Chennai,Chennai port trust,34.2,04-11-1994
Chennai,Chennai port trust,34.2,04-11-1994
Chennai,Chennai nungambakkam,21.4,04-11-1994
Chennai,Chennai nungambakkam,21.4,04-11-1994
Chennai,Alandur,3.5,04-11-1994
Chennai,Chennai nungambakkam,182.2,05-11-1994
Chennai,Chennai nungambakkam,182.2,05-11-1994
Chennai,Chennai port trust,180.3,05-11-1994
Chennai,Chennai port trust,180.3,05-11-1994
Chennai,Chennai port trust,34,06-11-1994
Chennai,Chennai port trust,34,06-11-1994
Chennai,Chennai nungambakkam,31.4,06-11-1994
Chennai,Chennai nungambakkam,31.4,06-11-1994
Chennai,Chennai port trust,2.2,07-11-1994
Chennai,Chennai port trust,2.2,07-11-1994
Chennai,Chennai nungambakkam,0.7,07-11-1994
Chennai,Chennai nungambakkam,0.7,07-11-1994
Chennai,Chennai port trust,1.2,08-11-1994
Chennai,Chennai port trust,1.2,08-11-1994
Chennai,Chennai nungambakkam,1.2,08-11-1994
Chennai,Chennai nungambakkam,1.2,08-11-1994
Chennai,Chennai nungambakkam,16.4,09-11-1994
Chennai,Chennai nungambakkam,16.4,09-11-1994
Chennai,Alandur,15,09-11-1994
Chennai,Chennai port trust,5.3,09-11-1994
Chennai,Chennai port trust,5.3,09-11-1994
Chennai,Chennai nungambakkam,64.8,10-11-1994
Chennai,Chennai nungambakkam,64.8,10-11-1994
Chennai,Chennai port trust,47,10-11-1994
Chennai,Chennai port trust,47,10-11-1994
Chennai,Chennai port trust,8.7,11-11-1994
Chennai,Chennai port trust,8.7,11-11-1994
Chennai,Chennai nungambakkam,6.1,11-11-1994
Chennai,Chennai nungambakkam,6.1,11-11-1994
Chennai,Chennai port trust,137,12-11-1994
Chennai,Chennai port trust,137,12-11-1994
Chennai,Chennai nungambakkam,106.2,12-11-1994
Chennai,Chennai nungambakkam,106.2,12-11-1994
Chennai,Alandur,90.5,12-11-1994
Chennai,Alandur,210.5,13-11-1994
Chennai,Chennai nungambakkam,2,13-11-1994
Chennai,Chennai nungambakkam,2,13-11-1994
Chennai,Alandur,55.5,14-11-1994
Chennai,Alandur,2,15-11-1994
Chennai,Alandur,3.5,16-11-1994
Chennai,Alandur,29,17-11-1994
Chennai,Chennai nungambakkam,7.4,18-11-1994
Chennai,Chennai nungambakkam,7.4,18-11-1994
Chennai,Chennai port trust,6.3,18-11-1994
Chennai,Chennai port trust,6.3,18-11-1994
Chennai,Alandur,3.5,18-11-1994
Chennai,Chennai port trust,3.4,19-11-1994
Chennai,Chennai port trust,3.4,19-11-1994
Chennai,Chennai nungambakkam,0.1,19-11-1994
Chennai,Chennai nungambakkam,0.1,19-11-1994
Chennai,Chennai port trust,11.4,21-11-1994
Chennai,Chennai port trust,11.4,21-11-1994
Chennai,Chennai nungambakkam,5,21-11-1994
Chennai,Chennai nungambakkam,5,21-11-1994
Chennai,Chennai nungambakkam,11.3,22-11-1994
Chennai,Chennai nungambakkam,11.3,22-11-1994
Chennai,Chennai port trust,0.6,22-11-1994
Chennai,Chennai port trust,0.6,22-11-1994
Chennai,Chennai nungambakkam,2.3,23-11-1994
Chennai,Chennai nungambakkam,2.3,23-11-1994
Chennai,Chennai port trust,2,23-11-1994
Chennai,Chennai port trust,2,23-11-1994
Chennai,Chennai nungambakkam,16.6,24-11-1994
Chennai,Chennai nungambakkam,16.6,24-11-1994
Chennai,Chennai port trust,15.3,24-11-1994
Chennai,Chennai port trust,15.3,24-11-1994
Chennai,Chennai nungambakkam,15.6,25-11-1994
Chennai,Chennai nungambakkam,15.6,25-11-1994
Chennai,Chennai port trust,13.7,25-11-1994
Chennai,Chennai port trust,13.7,25-11-1994
Chennai,Chennai nungambakkam,16.4,26-11-1994
Chennai,Chennai nungambakkam,16.4,26-11-1994
Chennai,Chennai port trust,16.2,26-11-1994
Chennai,Chennai port trust,16.2,26-11-1994
Chennai,Alandur,38.5,01-12-1994
Chennai,Alandur,10.5,02-12-1994
Chennai,Alandur,4,03-12-1994
Chennai,Alandur,6,04-12-1994
Chennai,Chennai port trust,7.8,18-12-1994
Chennai,Chennai port trust,7.8,18-12-1994
Chennai,Chennai nungambakkam,6.6,18-12-1994
Chennai,Chennai nungambakkam,6.6,18-12-1994
Chennai,Chennai port trust,21,19-12-1994
Chennai,Chennai port trust,21,19-12-1994
Chennai,Chennai nungambakkam,18.6,19-12-1994
Chennai,Chennai nungambakkam,18.6,19-12-1994
Chennai,Chennai nungambakkam,55.6,20-12-1994
Chennai,Chennai nungambakkam,55.6,20-12-1994
Chennai,Chennai port trust,53.4,20-12-1994
Chennai,Chennai port trust,53.4,20-12-1994
Chennai,Chennai port trust,112.5,21-12-1994
Chennai,Chennai port trust,112.5,21-12-1994
Chennai,Chennai nungambakkam,95.2,21-12-1994
Chennai,Chennai nungambakkam,95.2,21-12-1994
Chennai,Chennai nungambakkam,42.5,22-12-1994
Chennai,Chennai nungambakkam,42.5,22-12-1994
Chennai,Chennai port trust,37,22-12-1994
Chennai,Chennai port trust,37,22-12-1994
Chennai,Chennai nungambakkam,0.2,23-12-1994
Chennai,Chennai nungambakkam,0.2,23-12-1994
Chennai,Alandur,2.5,26-12-1994
Chennai,Chennai nungambakkam,0.1,28-12-1994
Chennai,Chennai nungambakkam,0.1,28-12-1994
Chennai,Alandur,3.5,30-12-1994
Chennai,Alandur,30.5,31-12-1994
Chennai,Chennai nungambakkam,5.2,05-01-1995
Chennai,Chennai nungambakkam,5.2,05-01-1995
Chennai,Chennai port trust,2.7,05-01-1995
Chennai,Chennai port trust,2.7,05-01-1995
Chennai,Chennai nungambakkam,0.3,08-01-1995
Chennai,Chennai nungambakkam,0.3,08-01-1995
Chennai,Chennai port trust,47,13-01-1995
Chennai,Chennai port trust,47,13-01-1995
Chennai,Chennai nungambakkam,42.6,13-01-1995
Chennai,Chennai nungambakkam,42.6,13-01-1995
Chennai,Chennai port trust,49,14-01-1995
Chennai,Chennai port trust,49,14-01-1995
Chennai,Chennai nungambakkam,29.8,14-01-1995
Chennai,Chennai nungambakkam,29.8,14-01-1995
Chennai,Chennai nungambakkam,66.2,16-01-1995
Chennai,Chennai nungambakkam,66.2,16-01-1995
Chennai,Chennai port trust,47.3,16-01-1995
Chennai,Chennai port trust,47.3,16-01-1995
Chennai,Chennai nungambakkam,2.2,17-01-1995
Chennai,Chennai nungambakkam,2.2,17-01-1995
Chennai,Chennai port trust,28,18-01-1995
Chennai,Chennai port trust,28,18-01-1995
Chennai,Chennai nungambakkam,24.4,18-01-1995
Chennai,Chennai nungambakkam,24.4,18-01-1995
Chennai,Chennai nungambakkam,0.1,19-01-1995
Chennai,Chennai nungambakkam,0.1,19-01-1995
Chennai,Chennai nungambakkam,0.4,28-01-1995
Chennai,Chennai nungambakkam,0.4,28-01-1995
Chennai,Chennai port trust,7,05-05-1995
Chennai,Chennai port trust,7,05-05-1995
Chennai,Chennai nungambakkam,5.8,05-05-1995
Chennai,Chennai nungambakkam,5.8,05-05-1995
Chennai,Chennai nungambakkam,31.7,06-05-1995
Chennai,Chennai nungambakkam,31.7,06-05-1995
Chennai,Chennai port trust,27,06-05-1995
Chennai,Chennai port trust,27,06-05-1995
Chennai,Chennai port trust,150.7,07-05-1995
Chennai,Chennai port trust,150.7,07-05-1995
Chennai,Chennai nungambakkam,106.2,07-05-1995
Chennai,Chennai nungambakkam,106.2,07-05-1995
Chennai,Chennai port trust,115,08-05-1995
Chennai,Chennai port trust,115,08-05-1995
Chennai,Chennai nungambakkam,111.8,08-05-1995
Chennai,Chennai nungambakkam,111.8,08-05-1995
Chennai,Chennai nungambakkam,2.4,09-05-1995
Chennai,Chennai nungambakkam,2.4,09-05-1995
Chennai,Chennai port trust,0.7,09-05-1995
Chennai,Chennai port trust,0.7,09-05-1995
Chennai,Chennai nungambakkam,0.7,11-05-1995
Chennai,Chennai nungambakkam,0.7,11-05-1995
Chennai,Chennai port trust,28,20-05-1995
Chennai,Chennai port trust,28,20-05-1995
Chennai,Chennai nungambakkam,21.5,20-05-1995
Chennai,Chennai nungambakkam,21.5,20-05-1995
Chennai,Chennai nungambakkam,0.6,12-06-1995
Chennai,Chennai nungambakkam,0.6,12-06-1995
Chennai,Chennai nungambakkam,0.1,15-06-1995
Chennai,Chennai nungambakkam,0.1,15-06-1995
Chennai,Chennai nungambakkam,0.1,20-06-1995
Chennai,Chennai nungambakkam,0.1,20-06-1995
Chennai,Chennai nungambakkam,0.6,22-06-1995
Chennai,Chennai nungambakkam,0.6,22-06-1995
Chennai,Chennai nungambakkam,2.2,23-06-1995
Chennai,Chennai nungambakkam,2.2,23-06-1995
Chennai,Chennai port trust,2,23-06-1995
Chennai,Chennai port trust,2,23-06-1995
Chennai,Chennai nungambakkam,15.3,25-06-1995
Chennai,Chennai nungambakkam,15.3,25-06-1995
Chennai,Chennai port trust,14.2,25-06-1995
Chennai,Chennai port trust,14.2,25-06-1995
Chennai,Chennai port trust,2.5,26-06-1995
Chennai,Chennai port trust,2.5,26-06-1995
Chennai,Chennai nungambakkam,0.2,26-06-1995
Chennai,Chennai nungambakkam,0.2,26-06-1995
Chennai,Chennai nungambakkam,4.4,10-07-1995
Chennai,Chennai nungambakkam,4.4,10-07-1995
Chennai,Chennai port trust,3.2,10-07-1995
Chennai,Chennai port trust,3.2,10-07-1995
Chennai,Chennai nungambakkam,0.1,11-07-1995
Chennai,Chennai nungambakkam,0.1,11-07-1995
Chennai,Chennai nungambakkam,79.2,15-07-1995
Chennai,Chennai nungambakkam,79.2,15-07-1995
Chennai,Chennai port trust,72.3,15-07-1995
Chennai,Chennai port trust,72.3,15-07-1995
Chennai,Chennai nungambakkam,0.2,19-07-1995
Chennai,Chennai nungambakkam,0.2,19-07-1995
Chennai,Chennai port trust,22,24-07-1995
Chennai,Chennai port trust,22,24-07-1995
Chennai,Chennai nungambakkam,11.4,24-07-1995
Chennai,Chennai nungambakkam,11.4,24-07-1995
Chennai,Chennai nungambakkam,1.5,25-07-1995
Chennai,Chennai nungambakkam,1.5,25-07-1995
Chennai,Chennai port trust,1,25-07-1995
Chennai,Chennai port trust,1,25-07-1995
Chennai,Chennai nungambakkam,3.4,27-07-1995
Chennai,Chennai nungambakkam,3.4,27-07-1995
Chennai,Chennai port trust,1,27-07-1995
Chennai,Chennai port trust,1,27-07-1995
Chennai,Chennai port trust,5,29-07-1995
Chennai,Chennai port trust,5,29-07-1995
Chennai,Chennai nungambakkam,1.5,29-07-1995
Chennai,Chennai nungambakkam,1.5,29-07-1995
Chennai,Chennai port trust,65,01-08-1995
Chennai,Chennai port trust,65,01-08-1995
Chennai,Chennai nungambakkam,45.6,01-08-1995
Chennai,Chennai nungambakkam,45.6,01-08-1995
Chennai,Chennai nungambakkam,1.4,03-08-1995
Chennai,Chennai nungambakkam,1.4,03-08-1995
Chennai,Chennai nungambakkam,16.8,06-08-1995
Chennai,Chennai nungambakkam,16.8,06-08-1995
Chennai,Chennai port trust,16,06-08-1995
Chennai,Chennai port trust,16,06-08-1995
Chennai,Chennai nungambakkam,53.4,07-08-1995
Chennai,Chennai nungambakkam,53.4,07-08-1995
Chennai,Chennai port trust,52,07-08-1995
Chennai,Chennai port trust,52,07-08-1995
Chennai,Chennai nungambakkam,1.3,08-08-1995
Chennai,Chennai nungambakkam,1.3,08-08-1995
Chennai,Chennai port trust,1,08-08-1995
Chennai,Chennai port trust,1,08-08-1995
Chennai,Chennai nungambakkam,7,09-08-1995
Chennai,Chennai nungambakkam,7,09-08-1995
Chennai,Chennai port trust,5.2,09-08-1995
Chennai,Chennai port trust,5.2,09-08-1995
Chennai,Chennai port trust,3,10-08-1995
Chennai,Chennai port trust,3,10-08-1995
Chennai,Chennai nungambakkam,1.4,10-08-1995
Chennai,Chennai nungambakkam,1.4,10-08-1995
Chennai,Chennai nungambakkam,2.3,14-08-1995
Chennai,Chennai nungambakkam,2.3,14-08-1995
Chennai,Chennai port trust,0.6,14-08-1995
Chennai,Chennai port trust,0.6,14-08-1995
Chennai,Chennai port trust,85,15-08-1995
Chennai,Chennai port trust,85,15-08-1995
Chennai,Chennai nungambakkam,70.4,15-08-1995
Chennai,Chennai nungambakkam,70.4,15-08-1995
Chennai,Chennai port trust,1,16-08-1995
Chennai,Chennai port trust,1,16-08-1995
Chennai,Chennai nungambakkam,0.8,16-08-1995
Chennai,Chennai nungambakkam,0.8,16-08-1995
Chennai,Chennai port trust,4,18-08-1995
Chennai,Chennai port trust,4,18-08-1995
Chennai,Chennai port trust,2,19-08-1995
Chennai,Chennai port trust,2,19-08-1995
Chennai,Chennai nungambakkam,2,19-08-1995
Chennai,Chennai nungambakkam,2,19-08-1995
Chennai,Chennai port trust,11.8,24-08-1995
Chennai,Chennai port trust,11.8,24-08-1995
Chennai,Chennai nungambakkam,9.3,24-08-1995
Chennai,Chennai nungambakkam,9.3,24-08-1995
Chennai,Chennai port trust,1,25-08-1995
Chennai,Chennai port trust,1,25-08-1995
Chennai,Chennai nungambakkam,0.3,25-08-1995
Chennai,Chennai nungambakkam,0.3,25-08-1995
Chennai,Chennai port trust,22,26-08-1995
Chennai,Chennai port trust,22,26-08-1995
Chennai,Chennai nungambakkam,20.3,27-08-1995
Chennai,Chennai nungambakkam,20.3,27-08-1995
Chennai,Chennai port trust,4.2,29-08-1995
Chennai,Chennai port trust,4.2,29-08-1995
Chennai,Chennai nungambakkam,4.2,29-08-1995
Chennai,Chennai nungambakkam,4.2,29-08-1995
Chennai,Chennai nungambakkam,2.2,31-08-1995
Chennai,Chennai nungambakkam,2.2,31-08-1995
Chennai,Chennai port trust,1,31-08-1995
Chennai,Chennai port trust,1,31-08-1995
Chennai,Chennai port trust,8.3,07-09-1995
Chennai,Chennai port trust,8.3,07-09-1995
Chennai,Chennai nungambakkam,6.2,07-09-1995
Chennai,Chennai nungambakkam,6.2,07-09-1995
Chennai,Chennai nungambakkam,1.3,08-09-1995
Chennai,Chennai nungambakkam,1.3,08-09-1995
Chennai,Chennai port trust,29.3,09-09-1995
Chennai,Chennai port trust,29.3,09-09-1995
Chennai,Chennai nungambakkam,19.6,09-09-1995
Chennai,Chennai nungambakkam,19.6,09-09-1995
Chennai,Chennai port trust,32,10-09-1995
Chennai,Chennai port trust,32,10-09-1995
Chennai,Chennai nungambakkam,24.8,10-09-1995
Chennai,Chennai nungambakkam,24.8,10-09-1995
Chennai,Chennai nungambakkam,30.4,11-09-1995
Chennai,Chennai nungambakkam,30.4,11-09-1995
Chennai,Chennai port trust,22,11-09-1995
Chennai,Chennai port trust,22,11-09-1995
Chennai,Chennai nungambakkam,21.9,12-09-1995
Chennai,Chennai nungambakkam,21.9,12-09-1995
Chennai,Chennai port trust,19,12-09-1995
Chennai,Chennai port trust,19,12-09-1995
Chennai,Chennai nungambakkam,9.9,16-09-1995
Chennai,Chennai nungambakkam,9.9,16-09-1995
Chennai,Chennai port trust,6.1,16-09-1995
Chennai,Chennai port trust,6.1,16-09-1995
Chennai,Chennai nungambakkam,61.4,17-09-1995
Chennai,Chennai nungambakkam,61.4,17-09-1995
Chennai,Chennai port trust,57,17-09-1995
Chennai,Chennai port trust,57,17-09-1995
Chennai,Chennai port trust,4.2,21-09-1995
Chennai,Chennai port trust,4.2,21-09-1995
Chennai,Chennai nungambakkam,0.7,24-09-1995
Chennai,Chennai nungambakkam,0.7,24-09-1995
Chennai,Chennai nungambakkam,2.6,28-09-1995
Chennai,Chennai nungambakkam,2.6,28-09-1995
Chennai,Chennai port trust,0.6,28-09-1995
Chennai,Chennai port trust,0.6,28-09-1995
Chennai,Chennai nungambakkam,6,29-09-1995
Chennai,Chennai nungambakkam,6,29-09-1995
Chennai,Chennai port trust,4,29-09-1995
Chennai,Chennai port trust,4,29-09-1995
Chennai,Chennai nungambakkam,6,30-09-1995
Chennai,Chennai nungambakkam,6,30-09-1995
Chennai,Chennai nungambakkam,1.5,04-10-1995
Chennai,Chennai nungambakkam,1.5,04-10-1995
Chennai,Chennai port trust,0.3,04-10-1995
Chennai,Chennai port trust,0.3,04-10-1995
Chennai,Chennai port trust,5,05-10-1995
Chennai,Chennai port trust,5,05-10-1995
Chennai,Chennai nungambakkam,2.4,05-10-1995
Chennai,Chennai nungambakkam,2.4,05-10-1995
Chennai,Chennai port trust,9,06-10-1995
Chennai,Chennai port trust,9,06-10-1995
Chennai,Chennai nungambakkam,9,06-10-1995
Chennai,Chennai nungambakkam,9,06-10-1995
Chennai,Chennai port trust,6.5,07-10-1995
Chennai,Chennai port trust,6.5,07-10-1995
Chennai,Chennai nungambakkam,4,07-10-1995
Chennai,Chennai nungambakkam,4,07-10-1995
Chennai,Chennai nungambakkam,9.7,08-10-1995
Chennai,Chennai nungambakkam,9.7,08-10-1995
Chennai,Chennai port trust,8.5,08-10-1995
Chennai,Chennai port trust,8.5,08-10-1995
Chennai,Chennai nungambakkam,6.9,09-10-1995
Chennai,Chennai nungambakkam,6.9,09-10-1995
Chennai,Chennai port trust,6.5,09-10-1995
Chennai,Chennai port trust,6.5,09-10-1995
Chennai,Chennai port trust,2.6,10-10-1995
Chennai,Chennai port trust,2.6,10-10-1995
Chennai,Chennai nungambakkam,1.1,10-10-1995
Chennai,Chennai nungambakkam,1.1,10-10-1995
Chennai,Chennai nungambakkam,16.8,11-10-1995
Chennai,Chennai nungambakkam,16.8,11-10-1995
Chennai,Chennai port trust,11.6,11-10-1995
Chennai,Chennai port trust,11.6,11-10-1995
Chennai,Chennai port trust,43,13-10-1995
Chennai,Chennai port trust,43,13-10-1995
Chennai,Chennai nungambakkam,42.9,13-10-1995
Chennai,Chennai nungambakkam,42.9,13-10-1995
Chennai,Chennai nungambakkam,26,14-10-1995
Chennai,Chennai nungambakkam,26,14-10-1995
Chennai,Chennai port trust,17,14-10-1995
Chennai,Chennai port trust,17,14-10-1995
Chennai,Chennai port trust,5,15-10-1995
Chennai,Chennai port trust,5,15-10-1995
Chennai,Chennai nungambakkam,4,15-10-1995
Chennai,Chennai nungambakkam,4,15-10-1995
Chennai,Chennai port trust,7,16-10-1995
Chennai,Chennai port trust,7,16-10-1995
Chennai,Chennai nungambakkam,0.9,16-10-1995
Chennai,Chennai nungambakkam,0.9,16-10-1995
Chennai,Chennai nungambakkam,1,23-10-1995
Chennai,Chennai nungambakkam,1,23-10-1995
Chennai,Chennai port trust,34.2,24-10-1995
Chennai,Chennai port trust,34.2,24-10-1995
Chennai,Chennai nungambakkam,27.2,24-10-1995
Chennai,Chennai nungambakkam,27.2,24-10-1995
Chennai,Chennai port trust,22.2,25-10-1995
Chennai,Chennai port trust,22.2,25-10-1995
Chennai,Chennai nungambakkam,17.2,25-10-1995
Chennai,Chennai nungambakkam,17.2,25-10-1995
Chennai,Chennai nungambakkam,17,26-10-1995
Chennai,Chennai nungambakkam,17,26-10-1995
Chennai,Chennai port trust,6.7,26-10-1995
Chennai,Chennai port trust,6.7,26-10-1995
Chennai,Chennai port trust,22.3,27-10-1995
Chennai,Chennai port trust,22.3,27-10-1995
Chennai,Chennai nungambakkam,18.1,27-10-1995
Chennai,Chennai nungambakkam,18.1,27-10-1995
Chennai,Chennai nungambakkam,11.6,28-10-1995
Chennai,Chennai nungambakkam,11.6,28-10-1995
Chennai,Chennai port trust,8.2,28-10-1995
Chennai,Chennai port trust,8.2,28-10-1995
Chennai,Chennai port trust,27,29-10-1995
Chennai,Chennai port trust,27,29-10-1995
Chennai,Chennai nungambakkam,27,29-10-1995
Chennai,Chennai nungambakkam,27,29-10-1995
Chennai,Chennai port trust,5.2,30-10-1995
Chennai,Chennai port trust,5.2,30-10-1995
Chennai,Chennai nungambakkam,4.8,30-10-1995
Chennai,Chennai nungambakkam,4.8,30-10-1995
Chennai,Chennai port trust,40,03-11-1995
Chennai,Chennai port trust,40,03-11-1995
Chennai,Chennai nungambakkam,33.6,03-11-1995
Chennai,Chennai nungambakkam,33.6,03-11-1995
Chennai,Chennai port trust,81,04-11-1995
Chennai,Chennai port trust,81,04-11-1995
Chennai,Chennai nungambakkam,78.3,04-11-1995
Chennai,Chennai nungambakkam,78.3,04-11-1995
Chennai,Chennai nungambakkam,32.1,05-11-1995
Chennai,Chennai nungambakkam,32.1,05-11-1995
Chennai,Chennai port trust,20,05-11-1995
Chennai,Chennai port trust,20,05-11-1995
Chennai,Chennai port trust,80,06-11-1995
Chennai,Chennai port trust,80,06-11-1995
Chennai,Chennai nungambakkam,65.9,06-11-1995
Chennai,Chennai nungambakkam,65.9,06-11-1995
Chennai,Chennai port trust,1.5,07-11-1995
Chennai,Chennai port trust,1.5,07-11-1995
Chennai,Chennai nungambakkam,1,07-11-1995
Chennai,Chennai nungambakkam,1,07-11-1995
Chennai,Chennai port trust,3,08-11-1995
Chennai,Chennai port trust,3,08-11-1995
Chennai,Chennai nungambakkam,1.8,08-11-1995
Chennai,Chennai nungambakkam,1.8,08-11-1995
Chennai,Chennai port trust,6,09-11-1995
Chennai,Chennai port trust,6,09-11-1995
Chennai,Chennai nungambakkam,5.1,09-11-1995
Chennai,Chennai nungambakkam,5.1,09-11-1995
Chennai,Chennai port trust,3.3,21-11-1995
Chennai,Chennai port trust,3.3,21-11-1995
Chennai,Chennai nungambakkam,2.9,21-11-1995
Chennai,Chennai nungambakkam,2.9,21-11-1995
Chennai,Chennai nungambakkam,7.3,23-11-1995
Chennai,Chennai nungambakkam,7.3,23-11-1995
Chennai,Chennai port trust,4.3,23-11-1995
Chennai,Chennai port trust,4.3,23-11-1995
Chennai,Chennai port trust,18.5,24-11-1995
Chennai,Chennai port trust,18.5,24-11-1995
Chennai,Chennai nungambakkam,12.6,24-11-1995
Chennai,Chennai nungambakkam,12.6,24-11-1995
Chennai,Chennai nungambakkam,33.7,26-11-1995
Chennai,Chennai nungambakkam,33.7,26-11-1995
Chennai,Chennai port trust,11,26-11-1995
Chennai,Chennai port trust,11,26-11-1995
Chennai,Chennai nungambakkam,0.7,06-04-1996
Chennai,Chennai nungambakkam,0.7,06-04-1996
Chennai,Chennai port trust,9,13-04-1996
Chennai,Chennai port trust,9,13-04-1996
Chennai,Chennai nungambakkam,10.8,14-04-1996
Chennai,Chennai nungambakkam,10.8,14-04-1996
Chennai,Chennai port trust,5,15-04-1996
Chennai,Chennai port trust,5,15-04-1996
Chennai,Chennai nungambakkam,1.4,15-04-1996
Chennai,Chennai nungambakkam,1.4,15-04-1996
Chennai,Chennai nungambakkam,2.9,16-04-1996
Chennai,Chennai nungambakkam,2.9,16-04-1996
Chennai,Chennai port trust,4.3,30-04-1996
Chennai,Chennai port trust,4.3,30-04-1996
Chennai,Chennai nungambakkam,15,01-05-1996
Chennai,Chennai nungambakkam,15,01-05-1996
Chennai,Chennai nungambakkam,17.4,12-06-1996
Chennai,Chennai nungambakkam,17.4,12-06-1996
